x,y
18,75
18,78
18,78
18,78
18,80
17,79
18,83
17,81
18,83
19,84
18,85
19,89
19,88
18,92
18,87
18,91
19,91
19,94
19,94
18,97
19,96
18,98
18,97
19,97
19,99
19,101
19,103
18,103
19,103
19,105
19,103
19,106
19,104
19,108
19,107
20,108
19,109
19,111
20,107
19,110
20,112
20,112
19,111
19,111
20,111
19,113
19,115
19,113
20,112
20,115
19,115
20,113
19,116
19,116
20,115
20,114
20,113
20,115
20,116
20,115
19,114
19,114
20,113
20,113
19,114
19,113
21,114
20,113
20,112
20,112
19,111
20,110
20,108
20,109
20,111
20,107
21,108
21,107
20,107
19,107
20,107
20,106
19,105
22,105
21,103
21,103
21,103
21,103
21,101
22,100
21,99
21,96
20,95
21,98
21,95
21,95
22,93
21,94
21,92
22,91
22,90
22,88
22,87
21,88
22,85
22,86
22,83
22,83
22,82
22,80
21,80
22,79
22,78
22,78
22,75
21,73
21,72
22,71
22,70
22,69
22,69
23,66
22,67
22,65
22,64
22,61
23,60
22,59
22,58
23,57
22,55
22,55
22,54
23,52
22,51
24,49
23,48
22,47
23,46
23,46
23,44
23,41
23,39
23,36
23,38
22,35
23,36
23,33
22,33
23,31
24,28
23,31
23,27
23,28
25,26
23,27
23,27
23,24
23,24
23,24
24,23
23,22
23,22
24,20
23,22
24,21
23,20
24,20
23,20
23,20
24,19
23,18
23,19
24,19
24,18
24,17
24,17
25,15
23,16
24,17
23,15
25,16
24,15
23,16
24,15
25,14
24,14
24,14
25,11
24,13
24,12
25,14
25,14
24,14
25,11
25,12
24,12
25,13
24,13
23,14
24,12
24,13
24,11
25,12
25,12
25,14
26,13
26,15
25,14
26,14
26,15
26,12
24,13
25,13
26,13
26,13
27,14
26,15
26,13
26,14
25,14
25,13
26,15
26,13
26,17
27,15
26,18
26,17
26,19
26,19
27,15
25,18
26,19
25,19
25,19
26,20
26,20
26,22
27,19
27,21
27,20
26,23
25,23
26,23
27,25
27,26
27,25
27,26
27,27
27,26
26,27
27,27
27,30
27,28
26,32
27,32
27,34
26,35
26,35
27,36
26,35
26,38
28,39
27,40
27,41
27,39
27,41
27,40
28,42
27,45
28,44
28,44
27,47
28,46
28,49
27,50
27,50
29,50
28,52
28,50
27,52
26,55
29,56
28,55
28,56
28,56
28,59
28,60
28,61
27,62
28,61
28,63
27,63
27,64
29,65
28,64
28,68
28,67
29,67
28,67
29,69
28,71
28,71
29,71
28,71
27,75
28,71
29,75
29,73
30,75
29,75
27,76
30,76
28,76
30,80
29,79
30,79
29,81
29,78
29,80
28,81
30,81
30,79
30,82
29,81
28,83
30,83
29,82
28,82
30,83
30,81
29,85
30,84
30,83
30,85
29,85
30,84
30,83
30,87
29,83
30,86
30,84
30,86
30,85
31,87
30,85
30,86
31,86
30,88
30,85
30,87
30,87
30,87
31,87
30,85
30,87
30,87
30,87
30,87
31,87
31,85
31,86
30,84
30,85
30,84
30,85
32,84
30,83
31,83
30,83
31,82
32,83
31,81
30,80
31,79
31,80
31,81
31,80
32,80
31,79
30,78
32,77
32,77
32,78
32,75
32,74
31,75
31,73
31,74
31,75
32,73
32,72
32,71
32,69
32,70
32,68
32,67
32,66
32,66
31,67
31,64
32,65
32,65
32,64
31,60
33,61
33,59
34,60
32,59
32,59
32,57
33,56
32,57
32,57
31,55
32,57
33,55
34,54
32,53
34,54
34,52
32,51
33,50
32,49
34,48
33,47
33,48
32,51
34,47
33,45
34,45
32,43
34,44
34,43
32,43
33,43
34,40
34,39
34,39
35,37
34,39
34,38
34,37
33,36
34,35
33,35
35,34
35,31
34,31
34,31
34,31
35,31
33,31
32,30
33,28
34,27
35,27
34,25
34,23
34,25
34,25
34,23
34,23
34,20
35,19
33,19
34,19
34,19
34,17
35,16
35,17
35,15
34,15
35,15
34,13
34,13
34,14
35,15
35,12
36,11
35,9
35,10
34,8
34,10
35,8
35,7
34,8
35,7
36,6
35,3
35,5
35,3
35,4
35,3
35,4
35,2
36,2
35,0
35,2
35,0
35,-1
35,-1
35,3
36,1
37,-1
35,1
36,0
36,-3
35,0
36,-2
36,-3
37,-4
36,-5
36,-5
36,-4
35,-5
36,-4
37,-5
36,-5
36,-5
37,-9
36,-6
36,-6
38,-8
36,-6
36,-5
37,-7
1,-69
2,1
1,-1
1,0
1,1
2,-1
2,1
0,0
2,2
0,0
2,0
2,1
1,2
2,1
1,0
2,-1
1,1
1,0
2,2
2,-1
2,-1
1,3
2,1
0,1
2,1
1,1
2,-1
0,1
1,0
0,0
0,0
1,3
2,-1
1,1
2,1
2,1
2,-1
2,2
2,-1
1,2
1,-1
2,0
2,3
2,2
2,-1
2,0
1,0
0,-1
2,-1
2,0
0,4
1,0
-1,1
2,0
0,0
1,1
1,1
0,1
2,1
1,-1
1,-1
1,-1
1,1
2,0
2,-1
3,0
0,1
2,0
0,-1
0,1
1,0
2,0
0,-1
1,1
1,-1
2,2
1,0
0,0
2,-1
2,-1
2,-1
1,1
1,1
1,0
2,-1
0,-1
2,0
1,0
0,1
0,0
3,-1
0,-1
2,1
1,0
0,0
1,0
2,-1
0,1
2,1
0,1
2,1
2,0
0,0
1,-1
2,-1
0,0
2,0
0,-1
2,1
1,-1
2,2
1,0
0,-1
2,-2
0,0
0,2
1,-1
1,-1
1,-1
1,-1
0,-1
1,1
2,0
0,-1
0,1
0,-1
1,1
1,-1
2,-1
1,1
0,2
2,1
2,0
1,1
0,0
1,0
