X,Y
90,101
91,91
93,93
92,96
91,99
92,105
92,109
93,107
93,104
93,107
93,98
94,111
93,105
94,111
93,106
93,109
94,107
94,108
95,109
95,115
95,108
95,105
95,107
95,116
95,109
95,106
95,108
95,110
96,106
97,106
97,106
96,110
97,113
97,107
97,108
98,115
97,101
97,108
98,102
98,106
98,104
98,99
98,102
99,103
100,106
100,100
100,98
100,103
99,98
101,103
99,96
101,96
101,99
101,94
102,93
101,90
101,96
101,88
101,83
101,83
101,80
102,79
102,83
102,81
102,87
102,83
103,88
103,91
104,75
104,74
104,81
104,71
105,72
104,71
105,72
104,70
105,69
106,66
106,71
105,60
105,67
105,63
106,64
106,57
107,55
106,60
106,58
105,49
107,53
107,43
107,49
107,52
108,44
108,53
107,46
108,30
108,41
108,40
108,39
109,30
108,40
109,31
109,33
109,32
109,34
109,31
110,30
110,30
110,27
110,27
111,23
110,17
111,14
110,6
112,14
111,14
112,16
112,14
112,13
112,7
113,6
112,1
113,11
112,3
113,-3
113,7
113,5
113,-1
113,-2
114,-6
114,-9
114,-9
115,-9
114,3
114,-2
114,-10
115,4
114,-9
115,-4
115,-20
116,-6
117,-5
115,-8
116,-7
117,-14
117,-13
116,-12
117,-19
118,-12
117,-16
118,-12
117,-12
118,-12
118,-11
118,-10
118,-4
118,-11
119,-16
118,-18
119,-13
119,-17
119,-21
119,-14
120,-15
120,-15
120,-12
121,-15
120,-15
121,-13
121,-13
121,-17
122,-15
121,-14
122,-22
122,-13
122,-7
121,-9
122,-18
122,-10
123,-15
123,-7
123,-11
124,-9
124,-7
124,-17
123,-14
123,-9
124,-17
124,-14
125,-17
125,-7
124,-12
126,-8
125,-12
125,-14
125,-3
126,-3
125,-12
126,-7
126,-9
126,-5
126,-9
126,-5
126,-7
127,-8
127,-13
127,-1
127,-9
128,-8
127,-1
128,4
128,-4
128,0
128,-9
128,-3
129,-1
129,-3
129,0
129,1
130,1
130,3
130,-2
130,5
130,6
130,9
130,12
131,11
132,1
131,13
130,13
131,17
131,17
132,21
132,9
132,20
133,9
133,23
133,22
133,23
133,15
133,17
133,27
133,20
133,23
133,31
134,21
134,34
135,27
135,25
135,35
134,35
135,28
135,31
136,32
135,27
136,39
136,39
135,34
136,40
137,30
137,38
137,41
137,42
137,36
137,41
138,42
138,40
137,49
137,49
138,46
138,51
139,46
139,44
139,47
140,53
139,39
138,42
140,52
140,54
140,49
139,48
140,56
141,58
141,49
141,52
141,58
141,60
141,54
141,48
141,45
142,57
142,60
143,67
142,64
142,59
142,58
142,55
143,58
143,61
143,62
144,63
144,68
143,68
143,58
144,66
145,67
145,60
145,63
145,63
145,61
145,63
146,61
145,62
146,72
146,59
146,61
146,59
146,63
147,63
148,66
147,67
147,60
147,63
147,63
148,72
148,61
148,62
148,59
149,63
149,62
150,62
150,58
150,56
150,61
149,67
149,65
151,59
150,55
150,50
151,58
150,63
151,67
151,61
151,60
151,54
151,48
151,51
152,47
152,53
152,55
153,54
153,55
153,47
153,51
154,55
153,49
153,47
154,49
153,51
154,41
154,38
154,37
154,39
155,48
154,35
155,41
155,41
155,38
156,43
155,39
155,23
156,36
156,42
157,39
156,41
157,32
157,25
157,35
157,26
157,31
157,27
157,31
159,25
158,22
157,17
158,17
158,23
159,28
159,16
159,24
159,26
160,17
159,15
160,22
159,14
159,7
160,13
159,10
160,12
161,13
161,-1
161,6
161,7
162,4
162,8
162,-7
161,2
162,3
162,-1
162,6
163,1
162,4
163,4
164,0
163,-11
164,-7
164,-1
163,-2
164,-7
164,-11
165,-12
164,-10
165,-3
165,-10
165,-11
165,-5
166,-22
166,-17
166,-14
166,-23
166,-13
166,-16
166,-20
166,-19
167,-15
167,-15
168,-28
167,-23
168,-23
167,-18
168,-26
168,-29
169,-30
169,-28
168,-29
169,-28
169,-28
169,-28
169,-27
169,-17
170,-27
169,-21
170,-32
170,-36
170,-26
170,-35
171,-35
170,-38
170,-26
171,-38
171,-36
171,-42
172,-35
172,-46
172,-42
172,-38
172,-45
172,-37
173,-41
173,-49
173,-45
173,-36
173,-46
174,-39
173,-41
174,-47
173,-43
175,-48
175,-45
174,-49
175,-50
175,-44
175,-45
175,-49
175,-45
177,-43
176,-53
176,-57
176,-58
176,-55
177,-54
177,-53
177,-62
177,-53
177,-51
178,-56
177,-55
178,-60
1,6
1,-1
1,-2
1,2
1,6
1,-6
1,11
1,-3
1,1
1,0
1,0
1,7
1,4
0,5
1,-5
1,2
1,-1
2,-1
1,2
1,-1
1,2
1,1
1,-1
1,1
1,-1
0,7
1,1
1,-2
1,7
1,-4
1,-5
1,1
2,2
1,-2
1,7
1,0
1,4
2,5
1,3
1,5
1,7
0,2
1,4
1,0
0,8
1,-2
0,-5
0,1
0,-3
1,0
0,2
1,-6
1,0
1,-3
1,7
1,-2
1,-7
1,7
1,0
1,3
0,-5
0,1
1,1
1,3
1,-4
0,-4
1,0
0,4
1,-1
1,-2
-1,2
1,-3
0,1
0,-3
1,-1
1,2
1,-9
1,0
0,-1
0,6
1,1
1,8
0,-2
0,-3
0,-4
1,0
1,-4
1,-1
0,5
1,1
1,1
1,2
0,-4
-1,3
1,8
1,3
1,3
0,3
1,9
0,3
1,-1
0,7
0,0
0,2
0,2
0,7
0,-1
1,10
0,1
0,-3
1,1
1,-2
1,-1
0,6
0,1
1,-6
-1,9
0,-4
0,5
0,-1
0,12
1,3
0,-1
1,6
0,0
0,5
1,3
1,5
-1,-6
0,-1
-1,-2
-1,-1
0,-4
1,3
-1,0
0,0
0,7
0,4
0,0
0,1
1,5
0,0
0,7
0,-1
0,3
0,-1
0,1
1,6
0,-1
1,-4
0,-1
-1,9
-1,1
0,-5
0,6
0,-4
1,5
1,3
-1,-7
0,-2
0,3
0,0
0,2
0,3
0,0
0,-4
0,6
0,9
0,7
-1,8
0,-1
0,7
0,-3
0,0
-1,1
0,0
0,-7
-1,6
1,4
1,3
1,5
0,-3
0,-1
0,5
1,4
0,1
-1,-3
1,-1
0,9
0,0
0,2
0,7
0,4
0,1
0,-6
1,0
0,5
0,-3
1,3
0,9
1,0
-1,-8
0,-4
0,7
0,3
0,1
-1,-8
1,0
0,-1
0,1
0,4
0,-1
1,-5
0,8
-1,-6
0,10
1,-1
0,3
1,0
-1,4
0,1
1,3
1,-4
0,5
0,3
1,-1
1,-2
0,3
0,7
-1,-6
1,3
0,-8
0,-1
0,3
0,7
1,-3
0,-3
1,3
0,8
0,9
-1,-4
1,0
2,-34
2,-18
2,-29
2,-27
3,-15
3,-15
4,-16
4,-8
3,-8
3,-8
4,-3
5,-5
4,-6
4,-6
5,-12
5,-2
6,-1
5,-11
5,-9
6,-3
6,-9
6,-5
6,-6
6,-12
6,-8
6,-12
7,-7
7,-6
7,-16
7,-9
7,-18
8,-13
7,-3
7,-7
8,-4
8,-7
9,-10
8,-4
9,0
9,-10
9,-6
9,-13
9,-17
10,-7
9,-24
11,-13
10,-10
10,-16
10,-8
11,-12
10,-15
12,-9
12,-22
11,-10
12,-9
12,-14
11,-12
12,-13
12,-11
12,-15
13,-1
14,-10
13,-15
13,-14
13,-13
13,-13
14,-16
14,-9
13,-25
13,-10
15,-5
14,-13
15,-11
15,-11
